Size_Class_Description,id,Street,Establishment_Name,Tel_No,Ward_Name,Mobile_No,ISICLev4,ISICLev4_Description,CPC_Description,CPC_Code,Year_Started,Postal_Address,District_Name,Manufacturing_Classification,Ownership_Description,Subsector,Region_Name,Zone_Name,Employment
Small,105,MWANZA AVENUE,ALLY MALUWA,717701964,Uhuru,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,5
Micro,106,IKULU,ALLY MFAUME MPAGAYE,685104787,Hogoro,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,43,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,107,MALECHELA,ALLY MFAUME MPAYAGE,782665135,Kibaigwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2006.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,108,KINYALIA,ALLY MOHAMED FURNITURE,Missing,Viwandani,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,1972.0,2113,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,109,BAHI SOKONI,ALLY MOHAMED MLANZI,Missing,Bahi,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2009.0,Missing,Bahi ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,110,MNARANI,ALLY MOHAMEDI,789123939,Kondoa Mjini,Missing,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2013.0,Missing,Kondoa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,111,SAMORA,ALLY MPAYANGA,715665135,Kibaigwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,112,GURIONI/SAIGONI,ALLY MZALENDO,652980864,Ngomai,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,57,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,113,MAKOLE,ALLY OMARI SENDEKWA,754870943,Makole,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2004.0,1364,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,114,NYERERE,ALLY OMARY,Missing,Dabalo,Missing,1079,Manufacture of other food products n.e.c.,"Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates",21175,2014.0,1126,Chamwino ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,115,BAHI ROAD,ALLY OMARY ALLY,Missing,Majengo,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,116,JAMHURI,ALLY OTHMAN MRISHO,786456698,Chipogoro,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2002.0,Missing,Mpwapwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,117,CHADULU B/AREA E,ALLY RAMADHANI,782661510,Makole,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,118,OYSTERBAY,ALLY RASHID HASSANI,752241062,Kiwanja cha Ndege,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2009.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,119,HARAA,ALLY SELEMANI SAMADU,Missing,Mondo,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,149,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,120,MJINI,ALLY YUSUPH KIPINGU,784577146,Mlali,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,15001,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,121,MNADANI(MAILIMBILI),ALPHA DONALD MUHANGO,768617754,Mnadani,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2007.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,122,BIRINGI,ALUMINIUM GLASS WELDING WORKS,Missing,Dodoma Makulu,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2013.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,123,CHAMTUMILE,ALYCE MALIGITE GWABI,787270787,Kibakwe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,48,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,124,MSIKITINI,AMAN ISSA,Missing,Mnenia,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2012.0,Missing,Kondoa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,125,KWA MWINYI,AMANI AUGUSTINO,755807813,Msalato,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2001.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,126,SALAMA(LOW COST),AMANI GROUP,754933243,Kizota,Missing,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,"Prefabricated buildings, of wood",38701,2009.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,127,SULUNGAI,AMARI SAID SILIMU,755653736,Ipagala,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,1996.0,3276,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,128,KARUME,AMBAKISE SEME,767403309,Kibaigwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,129,UHURU ROAD,AMBIKA WORKSHOP,Missing,Uhuru,Missing,2599,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal product manufacturing services n.e.c.,88739,1989.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,130,SWALA,AMBOGIL SUNFLOWER OIL,754959498,Majengo,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,4000,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,131,CHILEWA,AMINA ALLY,652612619,Chang'ombe,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,132,CHANG'OMBE JUU,AMINA JUMA ATHUMANI,759308193,Chang'ombe,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,133,MNARANI,AMINA JUMANNE,Missing,Kondoa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2014.0,Missing,Kondoa ,Textile and Apparel,Public,Manufacturing,Dodoma,Central zone,2
Micro,134,MNARANI,AMINA RAJABU,782272780,Kondoa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,135,MANARANI SOKONI,AMINAH RASHIDI MOHAMED,789140668,Kondoa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,136,MJINI MAGHARIBI B,AMIRI HAMZA JUMA,715550670,Kongwa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2009.0,57,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,137,AREA A,AMIRI SALUM,655333000,Chamwino,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2008.0,55,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,138,BWAWANI B,AMON MAGANGA,762387368,Hombolo,Missing,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2010.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,139,MATHIAS,AMOS ALBERT MBALANGA,768658729,Miyuji,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,1489,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,140,UGOGONI B,AMOS COSMAS MGOYA,783327279,Ugogoni,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2013.0,Missing,Kongwa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,141,KARUME,AMOS ERNEST MAJENDA,Missing,Songambele,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2014.0,81,Kongwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,142,KALOLENI,AMOS LYAFUNYILE MILLING MACHINE,Missing,Chunyu,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,143,IBUMILA,AMOS MABICHI,786734276,Songambele,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2010.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,144,NYERERE A,AMOS MANENO,765153454,Kibaigwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2007.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,145,KIZILANZALA A,AMOSI JOSEPHAT PONDAMALI,682614765,Luhundwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,146,CHANG'OMBE,AMOSI LUGUGU MAKASI,Missing,Lupeta,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,147,KILIMANI,AMOSI LYAFUNYILE,Missing,Gulwe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2005.0,170,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,148,KILIMANI,AMOSI LYAFUNYILE,782776207,Gulwe,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2012.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,149,OYSTERBAY,AMOSI MBALANGA MILLS,768658729,Kiwanja cha Ndege,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2006.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,150,SABASABA,AMOSI NYAKAPALA,789354212,Mpunguzi,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2008.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,151,KIRUME,AMOSI SOSPETER CHIDA,657308250,Kibaigwa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2014.0,Missing,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,152,MAJENGO,ANANIA JOSEPH MADONO,754392583,Pandambili,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2006.0,83,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,153,CHUO CHA MIPANGO,ANASTELLA AROYCE,762295253,Kiwanja cha Ndege,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2010.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,154,NYERER A,ANDASON GEORGE MTAPRO,786065698,Makang'wa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Chamwino ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,155,KILELENI,ANDASON WISTON KUSENHA,Missing,Ving'hawe,Missing,1079,Manufacture of other food products n.e.c.,"Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates",21175,2006.0,195,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Micro,156,MAHAKAMANI,ANDERSON JOSEPH SAGALA MILLING MACHINE,754621072,Sagara,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,62,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,157,IHUMWA,ANDREA JONAS NYAU,769212896,Mtumba,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2000.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,158,IKULU,ANDREA MBANNA,688741240,Hogoro,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,43,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,159,MNUJI PROPER STEEMA,ANDREW THOMAS LIWEMA,754432709,Miyuji,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2014.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,160,MJINI MAGHARIBI B,ANGEL PARTICK MAINGU,Missing,Kongwa,Missing,1399,Manufacture of other textiles n.e.c.,Other textile manufacturing services n.e.c.,88219,2013.0,Missing,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,161,AIRPORT/KINYALI,ANGER TAILORING,756538474,Viwandani,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2004.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,162,UBEMBENI,ANIFA SHABANI,782617572,Chemchem,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2014.0,543,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,163,KIGAMBONI,ANJE POSHO MILLS/ANJE SUPER SEMBE,Missing,Kikuyu Kaskazini,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2008.0,1164,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,164,UBEMBENI,ANJELA JOSEPH,752127070,Chemchem,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2012.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,165,MBWANGA,ANJELINA SAMWEL KIHONGO,766070850,Mnadani,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2014.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,166,IKULA,ANJELINA ZAKARIA LEBA,Missing,Massa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,93,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,167,IGOVU,ANJERICO KOGOMBA,787386496,Mpwapwa Mjini,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2002.0,Missing,Mpwapwa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,168,Nearby Chatholic Church K Ndenge Ward ,ANNA   GARMENTS  MANUFACTURE,Missing,Kibaigwa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Men's or boys' suits, coats, jackets, trousers, shorts and the like, knitted or crocheted",28221,1984.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,169,SIDO,ANNA ALPHONCE MAKIMI (MSINGIDA),Missing,Viwandani,Missing,1399,Manufacture of other textiles n.e.c.,Other textile manufacturing services n.e.c.,88219,2008.0,461,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,170,NDUKA,ANNA GOMES,719485788,Chamwino,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,171,MAKUTUPORA,ANNAELI TWEVE JARAHA MILLING MACHINE,752581744,Makutupora,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,992,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
